improv_id,title,date,duration,url
76,Cat Sh*ts On Bed,2022-03-17,05:54,https://www.youtube.com/watch?v=ZsRBtWPOyWE
77,Cat Tries Being Human,2022-09-30,04:51,https://www.youtube.com/watch?v=7kQYs6rRBD4
78,Chippy Has No Chips,2021-07-07,02:28,https://www.youtube.com/watch?v=6gNHCAgmC_o
79,Couple Gets Lost In IKEA,2022-05-12,31:49,https://www.youtube.com/watch?v=Vj33VLmH4W8
80,Couple Go Car Shopping,2019-05-20,09:47,https://www.youtube.com/watch?v=TlEDiFJe7Pk
81,Couple Go To Parents' Evening,2022-08-31,06:12,https://www.youtube.com/watch?v=J2izVv8cTHA
82,Couple Rent A Barge,2022-08-19,13:33,https://www.youtube.com/watch?v=_XcvECm5dHE
83,Couple Try Out New Restaurant,2021-11-03,03:06,https://www.youtube.com/watch?v=tc14j2tUCGc
84,Couple Try To Buy A Dishwasher,2019-06-03,28:29,https://www.youtube.com/watch?v=CYx_X2Qcr1I
85,Couple Try To Identify A Smell,2021-09-28,02:06,https://www.youtube.com/watch?v=hqL42zQwG-c
86,Craig Does Some Community Service,2019-09-16,03:28,https://www.youtube.com/watch?v=CcZxFGoTh-M
87,Crew Aboard A Spaceship Reminisce About Earth,2020-10-02,19:57,https://www.youtube.com/watch?v=tBNbmL8OBmY
88,Cyclist Hits Person At Night,2021-12-16,01:14,https://www.youtube.com/watch?v=OK_UgbTwRWg
89,DJ Gets His First Gig,2022-08-18,25:11,https://www.youtube.com/watch?v=woZQ1nyvAqU
90,Dog Finds Dinosaur Bone,2022-01-07,16:57,https://www.youtube.com/watch?v=nclVQJ3NF-Y
91,Dog Follows Man Home,2023-01-05,00:36,https://www.youtube.com/watch?v=sTyzE56pbaM
92,Dog Starts Talking To Owner,2019-01-03,15:35,https://www.youtube.com/watch?v=ZRrwixo_GhE
93,Endless Pee,2019-01-01,07:15,https://www.youtube.com/watch?v=5vmS5fhWFe0
94,Englishman Wakes Up In Glasgow,2021-08-31,12:03,https://www.youtube.com/watch?v=L1Z-PUYWPhI
95,Explosion At A Cheese Factory,2022-08-30,01:05,https://www.youtube.com/watch?v=kgDrMjgSh4Q
96,Fan Turns Up To Streamer's House During Stream,2022-08-16,02:22,https://www.youtube.com/watch?v=r6M0Oc9hsYs
97,Fraudster Gets Rumbled,2021-08-12,16:56,https://www.youtube.com/watch?v=wY6UppWCMdM
98,Friends Break Up Over Something,2022-11-30,03:57,https://www.youtube.com/watch?v=f3PaCt1UqH0
99,Friendship Ends Due To Prank,2023-04-07,05:50,https://www.youtube.com/watch?v=38BIFin5BHI
100,Gatwick Drones Solution,2018-12-23,12:24,https://www.youtube.com/watch?v=-34ehxJwoEU
101,Gerard Butler Gets Caught Shoplifting In Scotmid,2019-06-10,28:52,https://www.youtube.com/watch?v=DFXii6F7haM
102,Glasgow Man Visits Art Gallery,2022-08-01,01:25,https://www.youtube.com/watch?v=4OdJfBWy4xM
103,Glasgow Uni Student On Work Experience In The Barras,2019-01-21,25:00,https://www.youtube.com/watch?v=KDcVkrMJzbw
104,Glesga Man Gets Lost In A Bad Area Of New York,2019-01-03,07:35,https://www.youtube.com/watch?v=rbQKJjGcf3I
105,Glesga Man Wakes Up In Tokyo,2019-10-07,06:59,https://www.youtube.com/watch?v=NX-cy-wMHK0
106,Granny Buys A Boat,2021-07-26,21:00,https://www.youtube.com/watch?v=oZ_z2zenn0A
107,Guy Accidentally Offends People All The Time,2019-01-14,10:19,https://www.youtube.com/watch?v=j1NxVCW0Ur0
108,Guy Bumps Into Relative He Doesn't Want To Chat To,2019-02-23,10:53,https://www.youtube.com/watch?v=VSa05T80kXw
109,Guy Faces His Fear Of Heights,2019-04-29,13:31,https://www.youtube.com/watch?v=UUtlNJ5PZHw
110,Guy Finds A Phone On The Street,2019-02-04,08:05,https://www.youtube.com/watch?v=Lk_sLPdQJD8
111,Guy Finds Some False Teeth,2019-05-20,02:56,https://www.youtube.com/watch?v=D-hPIOBb-SA
112,Guy Finds Unknown Item In Fridge,2019-06-17,14:53,https://www.youtube.com/watch?v=YUgP5_cD1SE
113,Guy Finds W*nking Den Destroyed,2019-10-14,07:10,https://www.youtube.com/watch?v=Byf1hYs9Y_Q
114,Guy Gets Barred From A Pub,2019-01-14,12:16,https://www.youtube.com/watch?v=-N7b5zVyl_E
115,Guy Goes For A Haircut But He's Bald,2022-04-13,03:49,https://www.youtube.com/watch?v=QybjAv6FLi0
116,Guy Goes To Meet Girlfriend's Parents For The First Time,2019-01-28,21:45,https://www.youtube.com/watch?v=esdqLpNybpU
117,Guy Goes To The Shows,2023-09-01,15:20,https://www.youtube.com/watch?v=4-6cx3EBxFM
118,Guy In Restaurant Not Happy With Waiter,2021-08-16,13:54,https://www.youtube.com/watch?v=f8S_vTX8T0g
119,Guy Lies About Qualification For Job Interview,2019-01-21,24:54,https://www.youtube.com/watch?v=2Jc3vpFr9w4
120,Guy Makes Friends With His Sleep Paralysis Demon,2022-08-29,08:17,https://www.youtube.com/watch?v=iFzVcxYYocc
121,Guy Misses Flight,2020-07-29,11:37,https://www.youtube.com/watch?v=xjwvdeFDxyw
122,Guy Phones In Sick,2022-10-06,07:14,https://www.youtube.com/watch?v=5uPet7iwINs
123,Guy Says It To His Face,2022-03-15,10:17,https://www.youtube.com/watch?v=4sjE9mZZ7Q4
124,Guy Tries To Fix His Own Garage Roof,2020-08-17,15:10,https://www.youtube.com/watch?v=UykP86bM7c8
125,Guy Wakes Up With High Pitched Voice,2022-09-05,08:55,https://www.youtube.com/watch?v=LhfWcYv9Q6s
126,Hill Under Edinburgh Castle Erupts,2019-06-24,19:39,https://www.youtube.com/watch?v=pubpjy6m8-g
127,Hitman Comes Out Of Retirement For One Last Job,2019-05-27,27:29,https://www.youtube.com/watch?v=jY-pFFOPhmA
128,Hotel Housekeeper Finds A Secret Room,2023-05-26,11:43,https://www.youtube.com/watch?v=X4SG1QFSy-U
129,Influencer Does First Paid Ad #Ad,2022-09-14,21:13,https://www.youtube.com/watch?v=ME0PA4qsIdU
130,Jumpers,2019-08-15,18:52,https://www.youtube.com/watch?v=dAK5ToaXSh4
131,Kid Gets A Surprise In His Sandwich Box,2019-01-01,13:16,https://www.youtube.com/watch?v=bQ-ajDyUuzM
132,Kid Loses Pet Hamster,2022-10-26,02:56,https://www.youtube.com/watch?v=NilDa6sC1Gw
133,Lead Singer Quits Band,2022-12-01,05:02,https://www.youtube.com/watch?v=7fRym8UxV7c
134,Lorry Driver Picks Up A Hitch-Hiker,2019-09-30,06:09,https://www.youtube.com/watch?v=c45ix_SvfrE
135,Magic Rug In Forest,2019-01-03,27:47,https://www.youtube.com/watch?v=9RFiZGykOb0
136,Man Abducted By Aliens,2022-01-05,13:40,https://www.youtube.com/watch?v=pk6TxyC6JBw
137,Man Accidentally Creates Evil Clone Of Himself,2023-04-13,03:48,https://www.youtube.com/watch?v=wYEDcL0YEu4
138,Man Accidentally Gets On Reality Show,2019-06-03,21:21,https://www.youtube.com/watch?v=CRm_9a126no
139,Man Accidentally Joins The Queue,2022-09-19,06:35,https://www.youtube.com/watch?v=BpOUkHuP614
140,Man Accidentally Joins World Famous Rock Band,2020-06-30,10:36,https://www.youtube.com/watch?v=jhrtV4in9f8
141,Man Addicted To Stealing From Local Shop,2022-08-10,03:16,https://www.youtube.com/watch?v=AU6hOqP6-s4
142,Man Adopts A Cat,2022-10-19,12:45,https://www.youtube.com/watch?v=-yQ6wX8TzTs
143,Man Adopts A Parrot,2023-08-14,06:43,https://www.youtube.com/watch?v=g-elsmId1g8
144,Man Adopts Pig,2023-08-10,22:58,https://www.youtube.com/watch?v=W48KQ_AuyU4
145,Man And His Family Encounter Wild Horse,2023-10-04,13:55,https://www.youtube.com/watch?v=tf2rA5t_4T8
146,Man Apologises,2022-09-07,04:48,https://www.youtube.com/watch?v=2niX2KnLUNU
147,Man Approached By Modelling Agency,2022-08-25,04:27,https://www.youtube.com/watch?v=jAKmxPZgr2I
148,Man Asks Get Given Wrong Advice,2022-07-27,02:24,https://www.youtube.com/watch?v=mZLQG1XEW0A
149,Man Asks Girl Out On A Date,2022-09-06,07:00,https://www.youtube.com/watch?v=hbRQRYlu17A
150,Man At Court With Hangover,2021-06-23,17:49,https://www.youtube.com/watch?v=CyzHCEQ0EyU
151,Man Attempts To Write Romance Novel,2022-05-03,27:06,https://www.youtube.com/watch?v=_LmlDd63hig
152,Man Auditions For Band,2022-11-04,24:03,https://www.youtube.com/watch?v=XMC9wBsRFV4
153,Man Auditions To Be New James Bond,2022-01-13,18:49,https://www.youtube.com/watch?v=NjVl4CCt7Uw
154,Man Badly Needs A Pen,2019-05-20,00:59,https://www.youtube.com/watch?v=yRHmQ_Wv_Tc
155,Man Bans Full Chat,2023-05-08,13:53,https://www.youtube.com/watch?v=GjCuYBFrAY4
156,Man Becomes A Local Celebrity Much To His Chagrin,2019-05-06,20:28,https://www.youtube.com/watch?v=jDT6d8pP8uE
157,Man Becomes Famous Musician,2022-12-06,11:38,https://www.youtube.com/watch?v=ThAwoydy-IA
158,Man Becomes Member Of Live Studio Audience,2022-11-21,19:02,https://www.youtube.com/watch?v=Ek75jaPLJXw
159,Man Becomes Pro Wrestler,2021-10-29,21:38,https://www.youtube.com/watch?v=piL_1dnih48
160,Man Becomes Pro Wrestler And Wins It All,2022-03-28,16:13,https://www.youtube.com/watch?v=BVzlqEMSUC4
161,Man Becomes What He Hates,2021-11-29,09:54,https://www.youtube.com/watch?v=tzYdmjrTZPA
162,Man Befriends Swan,2023-05-22,07:37,https://www.youtube.com/watch?v=M_lh7z6XmkY
163,Man Befriends Wild Animal,2022-03-07,03:20,https://www.youtube.com/watch?v=26lVWHTKl7E
164,Man Bites Tongue,2023-09-25,00:54,https://www.youtube.com/watch?v=GV_R8RFv7Ng
165,Man Boards Wrong Train,2023-11-21,18:53,https://www.youtube.com/watch?v=CdX8bBp2Jhc
166,Man Books Holiday,2022-06-28,20:32,https://www.youtube.com/watch?v=m7-l9qoQ6xY
167,Man Bothered By Overly Friendly Neighbour,2022-02-01,36:36,https://www.youtube.com/watch?v=9eWJ8OsrqXY
168,Man Breaks A Promise,2020-07-30,09:53,https://www.youtube.com/watch?v=SP6nSf-Oq1A
169,Man Breaks Down On Motorway,2020-11-26,03:04,https://www.youtube.com/watch?v=WjcIivIIQI4
170,Man Breaks Favourite Mug,2022-01-03,10:25,https://www.youtube.com/watch?v=XPXWVC3h3NQ
171,Man Breaks Heart,2022-01-31,14:04,https://www.youtube.com/watch?v=ZEAwDveB7Zk
172,Man Breaks Kettle,2022-08-22,08:57,https://www.youtube.com/watch?v=1ExDGf9OWhY
173,Man Breaks The Sound Barrier,2023-02-10,12:58,https://www.youtube.com/watch?v=3FA46IXf_Bg
174,Man Builds A Robot,2019-01-14,26:21,https://www.youtube.com/watch?v=SiOkev-xYNs
175,Man Builds A Theme Park,2019-06-10,15:35,https://www.youtube.com/watch?v=VG9kGDEiWHQ
176,Man Builds Kite,2022-04-05,16:58,https://www.youtube.com/watch?v=ZK7uMGLbwj8
177,Man Builds Shed,2022-03-08,20:22,https://www.youtube.com/watch?v=aT-9xNai5-0
178,Man Builds Snowman For The First Time,2020-12-16,42:44,https://www.youtube.com/watch?v=tioOlA4t1Pg
179,Man Buys 3D Printer,2023-05-09,12:30,https://www.youtube.com/watch?v=_pGLhe_IJBM
180,Man Buys A Bottle Of Wine,2023-08-04,02:08,https://www.youtube.com/watch?v=VlePmB6nAPw
181,Man Buys A Dragon,2023-04-12,10:35,https://www.youtube.com/watch?v=Nc1wufi19WU
182,Man Buys A Magic Fur Coat,2023-02-15,11:09,https://www.youtube.com/watch?v=4SDeUNTbJxM
183,Man Buys A New Car,2022-05-24,02:04,https://www.youtube.com/watch?v=WBQxnwtarng
184,Man Buys A New Lawnmower,2023-02-24,11:22,https://www.youtube.com/watch?v=-qPLJU6Nt4g
185,Man Buys A Newsagents,2020-07-01,08:36,https://www.youtube.com/watch?v=K9dVE7cOQso
186,Man Buys A Table,2021-07-29,35:27,https://www.youtube.com/watch?v=zzcElTqpvFE
187,Man Buys A Wee Chippy Van,2019-05-06,37:52,https://www.youtube.com/watch?v=rWcYaWw5nv8
188,Man Buys Aquarium,2021-12-10,07:05,https://www.youtube.com/watch?v=rTm_JdSCAR0
189,Man Buys Bicycle That Doesn't Work,2022-10-24,18:55,https://www.youtube.com/watch?v=XaxqfhVZ9_w
190,Man Buys Bread,2021-09-02,01:46,https://www.youtube.com/watch?v=FohYWm7ts0E
191,Man Buys Burger Van,2021-06-30,14:30,https://www.youtube.com/watch?v=wL5oeNi3CFs
192,Man Buys Car And Gets Surprise,2023-01-12,11:55,https://www.youtube.com/watch?v=mMq2RByDR_Y
193,Man Buys Cat,2022-02-02,25:33,https://www.youtube.com/watch?v=zkDFyOKxRM4
194,Man Buys Coffee On Way To Office,2021-08-11,18:23,https://www.youtube.com/watch?v=e6N3hfzAWAY
195,Man Buys Cow,2019-06-24,29:27,https://www.youtube.com/watch?v=6mecg_rIdtI
196,Man Buys Exotic Pet,2022-08-26,02:25,https://www.youtube.com/watch?v=DFZY5pfTYdE
197,Man Buys Garden Plot,2022-11-11,07:13,https://www.youtube.com/watch?v=BTo-PaMp7K4
198,Man Buys Hair Transplant,2023-01-09,10:41,https://www.youtube.com/watch?v=72IsBxkWNaw
199,Man Buys His First Boat,2023-06-15,10:06,https://www.youtube.com/watch?v=b13FJvFRaAk
200,Man Buys Ice Lolly,2021-07-21,19:36,https://www.youtube.com/watch?v=LU-0WK0TACQ
201,Man Buys Kids Expensive Toy,2023-08-15,06:58,https://www.youtube.com/watch?v=LNztoyk9yaY
202,Man Buys Lamp,2020-12-03,17:06,https://www.youtube.com/watch?v=1bfK1wfJyyc
203,Man Buys Megaphone,2021-08-06,22:08,https://www.youtube.com/watch?v=zERwmimkiro
204,Man Buys Motorbike,2022-10-13,24:18,https://www.youtube.com/watch?v=u_D8_3Yic4M
205,Man Buys New Camera,2022-11-23,14:58,https://www.youtube.com/watch?v=v89iO7xUdvg
206,Man Buys New Car,2022-02-24,19:45,https://www.youtube.com/watch?v=20bXdwj_gqA
207,Man Buys New Fruit,2022-07-29,08:17,https://www.youtube.com/watch?v=Mk_b8W5XR7w
208,Man Buys New Hedge Trimmer,2023-07-28,08:55,https://www.youtube.com/watch?v=PtCr9WvxTWI
209,Man Buys New Spatula,2022-04-08,00:30,https://www.youtube.com/watch?v=9hPgEeuqCSw
210,Man Buys New Tap,2023-11-14,02:35,https://www.youtube.com/watch?v=KJ_VOwUwLbo
211,Man Buys New TV,2023-10-23,06:57,https://www.youtube.com/watch?v=uGyLt1VA8i4
212,Man Buys New Washing Machine,2023-01-18,28:17,https://www.youtube.com/watch?v=AETNhtT2k9o
213,Man Buys Paint,2022-11-15,13:12,https://www.youtube.com/watch?v=UnS_5En05RI
214,Man Buys Paint,2020-12-17,37:55,https://www.youtube.com/watch?v=4kXpi9RIgn0
215,Man Buys Pet Snail,2022-01-12,12:53,https://www.youtube.com/watch?v=01BOHvA4a6I
216,Man Buys Puppy,2021-09-09,04:55,https://www.youtube.com/watch?v=Q9fbZ5WtNrc
217,Man Buys Second Hand Camera,2022-09-12,07:11,https://www.youtube.com/watch?v=EK1FYddoEkQ
218,Man Buys The Wrong Present,2021-10-04,24:56,https://www.youtube.com/watch?v=DzXciq7DDdM
219,Man Buys Tractor,2021-08-19,39:27,https://www.youtube.com/watch?v=dur8FZTnvfo
220,Man Buys Used Car,2021-11-22,18:31,https://www.youtube.com/watch?v=fxwODzj2zAA
221,Man Buys VR Headset,2021-08-05,43:08,https://www.youtube.com/watch?v=DOEKzRn3xBo
222,Man Buys Weird Fruit,2023-03-20,04:19,https://www.youtube.com/watch?v=--V8M1Cm7tM
223,Man Buys Wrong Toaster,2022-11-29,06:49,https://www.youtube.com/watch?v=QNwYTNX9FnU
224,Man Calls Into The Radio,2021-08-04,07:31,https://www.youtube.com/watch?v=-KWO28wqzAo
225,Man Can't Believe His Luck,2023-10-02,00:33,https://www.youtube.com/watch?v=ePh3SIv78yQ
226,Man Can't Find End Of Roll Of Sellotape,2021-10-06,18:57,https://www.youtube.com/watch?v=Mve2JpZZwj4
227,Man Can't Find His Socks,2021-12-06,05:22,https://www.youtube.com/watch?v=U7v6sWR5NOQ
228,Man Can't Find Pen To Write Number During Phonecall,2021-01-08,20:01,https://www.youtube.com/watch?v=vJypNEAAOxo
229,Man Can't Get Ice Skates Off Ever,2022-12-15,04:38,https://www.youtube.com/watch?v=xkrzShBvgwc
230,Man Can't Make Dinner,2023-10-24,01:45,https://www.youtube.com/watch?v=i4MKKvqjKbs
231,Man Can't Remember Really Good Idea He Had,2022-11-10,02:06,https://www.youtube.com/watch?v=Dd_yIBQN9M0
232,Man Can't Remember Where He Parked,2022-05-17,12:52,https://www.youtube.com/watch?v=nThBEsGvci4
233,Man Can't Sleep Because Of Neighbour,2022-03-29,03:15,https://www.youtube.com/watch?v=zCZit40L4jc
234,Man Cancelled For A Crime He Didn't Commit,2019-05-13,19:31,https://www.youtube.com/watch?v=hBATQdCljgo
235,Man Cannae Handle A Joke,2023-12-07,02:03,https://www.youtube.com/watch?v=Ma6nnklYaSw
236,Man Catches Sleeve On Door Handle,2023-11-28,01:39,https://www.youtube.com/watch?v=SrF7udL2_XI
237,Man Causes Natural Disaster,2023-05-05,02:20,https://www.youtube.com/watch?v=FslenRP_pSY
238,Man Celebrates Birthday Alone,2022-03-25,04:52,https://www.youtube.com/watch?v=yUw4VJhews0
239,Man Celebrates Christmas Early,2023-11-17,13:28,https://www.youtube.com/watch?v=KYMUxArlTA8
240,Man Changes Lightbulb,2023-09-27,10:54,https://www.youtube.com/watch?v=NIwX86fFZb4
241,Man Changes Name By Deed Poll,2022-06-13,07:02,https://www.youtube.com/watch?v=kKxNn3IXlhk
242,Man Changes Name By Deed Poll,2019-07-15,16:42,https://www.youtube.com/watch?v=oc35KTr8y4s
243,Man Chops Down Tree,2020-12-29,13:22,https://www.youtube.com/watch?v=BsaPbAFeq6E
244,Man Chops Firewood,2022-12-08,12:33,https://www.youtube.com/watch?v=xviww0nYMOA
245,Man Cleans His Fridge,2020-12-02,19:44,https://www.youtube.com/watch?v=0umDI-fHc4g
246,Man Cleans The House,2021-12-17,05:15,https://www.youtube.com/watch?v=z0zEXNQfzxY
247,Man Clears Out His Fridge,2021-07-12,04:48,https://www.youtube.com/watch?v=rEVHYRxcLFo
248,Man Climbs Ben Nevis For Charity,2022-06-16,07:42,https://www.youtube.com/watch?v=RSM9bGeECPk
249,Man Collects His Debts,2023-01-10,08:43,https://www.youtube.com/watch?v=DasvyTvsZhI
250,Man Comes Back From Vietnam,2019-01-14,01:30,https://www.youtube.com/watch?v=NaOEjFt6BZo
251,Man Continues Job After Being Fired,2023-07-12,06:10,https://www.youtube.com/watch?v=f5yYg2hBshE
252,Man Covets His Neighbour's Goods,2023-03-02,21:59,https://www.youtube.com/watch?v=PXB_HXTUBaA
253,Man Crashes Bus,2023-01-04,12:58,https://www.youtube.com/watch?v=5gBS0pv619g
254,Man Crashes Party,2022-07-12,09:19,https://www.youtube.com/watch?v=mGA9pSN9imE
255,Man Crosses The Line,2022-10-03,10:49,https://www.youtube.com/watch?v=Ocf1Bh74VEM
256,Man Dances With Busker,2023-07-21,08:07,https://www.youtube.com/watch?v=-XtC9f_0994
257,Man Decides To Fight Crime,2019-04-29,15:59,https://www.youtube.com/watch?v=J88glptHe54
258,Man Decides To Give Busking A Go,2021-02-04,23:11,https://www.youtube.com/watch?v=j8w549PS4CU
259,Man Decides To Live In The Wilderness,2019-02-11,20:46,https://www.youtube.com/watch?v=ajIpVTkzxGg
260,Man Decides To Start His Own Twitch Stream,2023-11-27,01:15,https://www.youtube.com/watch?v=YNAT5gHbxgU
261,Man Decides To Swim The English Channel,2020-06-26,05:50,https://www.youtube.com/watch?v=bIKSooD0iW0
262,Man Defrosts Freezer,2023-02-07,04:54,https://www.youtube.com/watch?v=WU1QH3Rzno4
263,Man Develops Hybrid Accent,2023-03-28,01:27,https://www.youtube.com/watch?v=DPzkJdJ3xao
264,Man Dies At Work,2020-09-03,08:22,https://www.youtube.com/watch?v=z5bmubG6b64
265,Man Dies On First Day Of Stag Do,2019-02-11,15:21,https://www.youtube.com/watch?v=PEsgHGZfLXU
266,Man Disagrees With Taxi Driver,2023-10-13,06:23,https://www.youtube.com/watch?v=u0mXwoB3pZg
267,Man Discovers He Has A Twin,2023-02-01,02:46,https://www.youtube.com/watch?v=9lr2HvK9vCg
268,Man Discovers He Has Superpowers,2022-04-12,01:05,https://www.youtube.com/watch?v=2Z79ftJnguk
269,Man Discovers He's A Centrefold In A Magazine,2020-08-26,18:16,https://www.youtube.com/watch?v=VqIOsC2VmRg
270,Man Discovers Hidden Room In His House,2022-05-11,07:19,https://www.youtube.com/watch?v=HpqhSDYNAoY
271,Man Discovers His Accent Has Changed,2022-08-15,01:47,https://www.youtube.com/watch?v=6ucBUbKJR2A
272,Man Discovers Magic Golf Club,2023-01-24,18:34,https://www.youtube.com/watch?v=96BD1zbsp3Q
273,Man Discovers Meal Deal In Ireland,2023-08-22,08:18,https://www.youtube.com/watch?v=4ZO5bM-bcWY
274,Man Discovers Mysterious Fruit At Supermarket,2020-12-01,19:23,https://www.youtube.com/watch?v=v0HtONd3pvo
